train_id,event_type,event_id,text,goal_info,match_info,match_result,card_info,substitution
21231956,:goal_info:,4," Phút 57, Willian sút bóng cận thành, thủ môn Grant không thể cản phá, Chelsea dẫn 2-1",1,0,0,0,0
21231956,:goal_info:,5," Lại thêm một bất ngờ nữa : phút 64, Diouf chuyền bóng vào trung lộ, Crouch sút tung lưới thủ môn Courtois, cân bằng tỷ số 2-2",1,0,0,0,0
21231956,:goal_info:,7,"Khi mà ban huấn luyện và các cầu thủ Stoke và CĐV của họ chưa hết vui mừng thì Willian một lần nữa sút thủng lưới Grant ở phút 65, Chelsea dẫn 3-2",1,0,0,0,0
21231956,:match_result:,6,"Trận đấu quá hấp dẫn và kịch tính. Phút 85, Costa kết liễu số phận của Stoke bằng bàn thắng nâng tỷ số lên 4-2 cho Chelsea",0,0,1,0,0
21231957,:match_info:,1,"Lối chơi của Watford và Tottenham khá giống nhau, cầu thủ hai đội nhập cuộc rất nhanh",0,1,0,0,0
21231957,:goal_info:,2, Ngay sau cú sút cực mạnh của D. Alli đưa bóng đập xà ngang khung thành dội ra ở phút 26 thì H. Kane đã sút tung lưới thủ môn Gomes ở góc hẹp. Cú dứt điểm khéo léo và chính xác của Kane đã giúp Tottenham có bàn thắng xứng đáng,1,0,0,0,0
21231957,:goal_info:,3,"Phút 33, vẫn là K. Trippier tạt bóng vào trung lộ, Kane ập xuống đệm bóng làm tung lưới Watford lần thứ hai",1,0,0,0,0
21231957,:goal_info:,4,"Phút 41, Kane chuyền bóng vào trung lộ, hậu vệ của Watford Y. Kaboul phá bóng ra đến chân Alli và ngôi sao này không bỏ lỡ cơ hội nâng tỷ số lên 3-0 cho Tottenham bằng cú sút cận thành",1,0,0,0,0
21231957,:goal_info:,2,"phút 46, H. Kane cướp được bóng của hậu vệ Watford rồi chuyền vào trung lộ cho Alli đưa bóng vào lưới thủ môn Gmes – Tottenham dẫn 4-0 chỉ trong 46 phút",1,0,0,0,0
21231957,:substitution:,7,"Phút 61, D. Alli được ra nghỉ, nhường chỗ cho H. Winks",0,0,0,0,1
21231957,:substitution:,8," Phút 77, đến lượt Kane ra nghỉ (Janssen vào thay), Tottenham đã chuẩn bị cho trận đại chiến với Chelsea ngay từ lúc này",0,0,0,0,1
21231957,:goal_info:,9,"Phút 90+2, Watford có bàn thắng danh dự do công của Kaboul",1,0,0,0,0
21231957,:match_result:,11,"Tỷ số 4-1 được giữ nguyên đến hết trận. Tottenham đã có 39 điểm, bằng với Man City nhưng chiếm vị trí thứ ba của thầy trò HLV P. Guardiola nhờ hơn chỉ số phụ.",0,0,1,0,0
21231959,:match_info:,5,"Bị Tottenham vượt lên sau trận đấu sớm ngày chủ nhật, các cầu thủ Arsenal tấn công dồn dập ngay sau tiếng còi khai cuộc. Phút 12, A. Sanchez bất ngờ sút xa, bóng đi sát khung thành thủ môn Hennessey của Crystal Palace",0,1,0,0,0
21231959,:goal_info:,1," Phút 17, CĐV của Arsenal đã có dịp ăn mừng bàn thắng : Arsenal phản công nhanh quá hay, Sanchez tạt bóng vào trung lộ, bóng hơi “sửa lưng” O. Giroud nhưng tiền đạo vốn chỉ giỏi đánh đầu này lại có pha xử lý vô cùng điệu nghệ - “đánh gót” kiểu bọ cạp đưa bóng vào lưới thủ môn Hennessey trong sự sững sờ của tất cả những ai chứng kiến",1,0,0,0,0
21231959,:goal_info:,3,"Không ít cơ hội được tạo ra, nhưng phải đến phút 56, Iwobi mới đánh đầu tung lưới đội khách, Arsenal có bàn nhân đôi cách biệt.",1,0,0,0,0
21231959,:match_result:,4,"Tuy nhiên, với chiến thắng 2-0, Arsenal đã chính thức giành vị trí thứ ba từ tay Tottenham, đẩy đội bóng cùng thành phố Luân Đôn xuống thứ tư, Man City đứng thứ năm",0,0,1,0,0
21237848,:match_info:,1,Liverpool bị Sunderland cầm hòa 2-2 tại The Light,0,1,0,0,0
21237848,:goal_info:,2,Daniel Sturridge đưa Liverpool vươn lên dẫn trước ở phút 19,1,0,0,0,0
21237848,:penalty:,10,Jermain Defoe quân bình tỉ số 1-1 từ chấm 11m,0,0,0,0,0
21237848,:goal_info:,4,". Chỉ 6 phút sau, một pha thò chân vô duyên của Ragnar Klavan đã đốn ngã Ibrahim Ndong trong vòng cấm, để Jermain Defoe quân bình tỉ số từ chấm 11m",1,0,0,0,0
21237848,:substitution:,5,Vấn đề thể lực của Milner được khẳng định khi anh phải nhường chỗ cho Alberto Moreno khi hiệp 2 bắt đầu,0,0,0,0,1
21237848,:goal_info:,7,"Đến phút 72, sau một loạt các tình huống dứt điểm, Liverpool lại vượt lên dẫn trước từ một pha phạt góc và cầu thủ lập công là Sadio Mane với pha đệm bóng cận thành sau tình huống lộn xộn",1,0,0,0,0
21237848,:goal_info:,8,"Nhận bàn thua, tinh thần thi đấu của các cầu thủ Sunderland càng lên cao, và chính Mane trong một tình huống hỗ trợ làm hàng rào đã để bóng chạm tay một cách khó hiểu, để rồi Jermain Defoe hoàn tất cú đúp từ chấm phạt đền đưa trận đấu về vạch xuất phát ở phút 84",1,0,0,0,0
21237848,:match_result:,9,"Những phút còn lại, Liverpool nỗ lực trong mệt mỏi khi phải cày ải 2 trận chỉ trong 48 tiếng, trong khi sức tấn công của Sunderland là không đủ để thay đổi tỉ số 2-2 chung cuộc",0,0,1,0,0
21238842,:match_info:,1,"Dù được thi đấu trên sân nhà, West Ham đã thể hiện rõ sự thận trọng trong lối chơi bằng sơ đồ 4-6-0. Trong 15 phút đầu, đội chủ nhà chơi hoàn toàn lấn lướt so với MU bằng lối chơi phòng ngự chắc chắn và phản công nhanh",0,1,0,0,0
21238842,:card_info:,2,"Ngay phút thứ 15 của trận đấu, trọng tài Michael Leslie Dean bất ngờ rút thẻ đỏ dành cho Sofiane Feghouli của West Ham sau pha vào bóng với trung vệ Phil Jones của MU",0,0,0,1,0
21238842,:substitution:,3,Một lần nữa HLV người Bồ Đào Nha lại thể hiện được tài thay người của mình bằng việc đưa Juan Mata vào thay Matteo Darmian khi bắt đầu hiệp 2 và Marcus Rashford vào thay Jesse Lingard ở phút 58,0,0,0,0,1
21238842,:substitution:,9,Chiến lược gia người Bồ Đào Nha đã đưa Marcus Rashford vào thay Chris Smalling khi Quỷ đỏ bị dẫn trước 0-1 ở phút 67,0,0,0,0,1
21238842,:substitution:,6,Tài thay người của vị chiến lược gia 53 tuổi còn được thể hiện rõ nét ở việc đưa Smalling vào thay Mkhitaryan ở phút 65,0,0,0,0,1
21238842,:match_result:,7,"Tiền đạo người Thụy Điển tiếp tục ""nổ súng"" mang về bàn ấn định tỷ số 2-0 cho MU ở chuyến làm khách trên sân của West Ham vào đêm qua",0,0,1,0,0
21238842,:match_result:,8,"Chiến thắng 2-0 trước West Ham giúp MU vẫn giữ được vị trí thứ 6 trên BXH Premier League với 39 điểm sau 20 vòng đấu, kém đội xếp thứ tư (Arsenal) 1 điểm (đá ít hơn 1 trận)",0,0,1,0,0
21244069,:goal_info:,3,Giroud đánh đầu chuyền bóng cho đồng đội ghi bàn,1,0,0,0,0
21244069,:match_info:,1,Lợi thế sân nhà giúp Bournemouth nhập cuộc khá tự tin và hừng hực khí thế khi tiếp đó Arsenal.,0,1,0,0,0
21244069,:goal_info:,2,"Thế trận tấn công mạnh mẽ đó được cụ thể hóa trên bảng điểm ở phút 17. Người thực hiện cú sút mang về bàn mở tỷ số là Bellerin, thủ môn Petr Cech không thể làm gì hơn ngoài việc vào lưới nhặt bóng",1,0,0,0,0
21244069,:penalty:,9," Từ một pha phản công nhanh Fraser bên phía chủ nhà bị phạm lỗi trong vòng cấm, trọng tài chỉ tay vào chấm phạt đền",0,0,0,0,0
21244069,:goal_info:,4,Tiền đạo Wilson không mắc bất cứ sai lầm nào để nâng tỷ số lên 2-0 cho Bournemouth.,1,0,0,0,0
21244069,:goal_info:,5,"Đó là Fraser, một hậu vệ lên tham gia tấn công được trao cơ hội và anh đã thành công, đưa đội chủ nhà vượt lên dẫn 3-0.",1,0,0,0,0
21244069,:goal_info:,6,Oliver Giroud sắm vai “vị cứu tinh” cho đội bóng thành Luân đôn vào buổi chiều 3-1. Đầu tiên là pha đánh đầu chuyền bóng cho Sanches đánh đầu nối rút ngắn tỷ số xuống 1-3 phút 70,1,0,0,0,0
21244069,:goal_info:,10,Nỗ lực dứt điểm mạnh mẽ của Perez đưa bóng găm thẳng vào lưới Bournemouth giúp Arsenal gỡ thêm một bàn.,1,0,0,0,0
21244069,:goal_info:,11,Tiền đạo người Pháp Giroud ấn định kết quả hòa 3-3,1,0,0,0,0
21244069,:goal_info:,7,Và khoảnh khắc “điên rồ” nhất trận đấu được “người hùng” Giroud thực hiện vào phút 90+3. Pha đánh đầu đưa bóng trúng cột dọc rồi từ từ lăn vào lưới đã trở thành nỗi ám ảnh đối với cổ động viên chủ nhà Bournemouth. ,1,0,0,0,0
21244069,:match_result:,8,Hai đội rời sân với kết quả hòa 3-3 ít ai ngờ tới trước giờ bóng lăn,0,0,1,0,0
21244235,:match_info:,1,Arsenal rơi xuống vị trí thứ 4 trên bảng xếp hạng với 41 điểm sau vòng 20 Premier League. Họ kém 1 điểm so với đội đứng ngay phía trên là Man City,0,1,0,0,0
21244235,:match_info:,2,Bournemouth đẩy Arsenal phải vào thế phòng ngự sau tiếng còi khai cuộc bằng những pha tấn công nguy hiểm,0,1,0,0,0
21244235,:goal_info:,3,Họ mất 16 phút để có bàn thắng mở tỷ số nhờ công của Charlie Daniels sau pha dứt điểm góc hẹp,1,0,0,0,0
21244235,:penalty:,4,"5 phút sau, Bournemouth được hưởng quả penalty do Granit Xhaka phạm lỗi với Ryan Fraser trong khu vực cấm địa",0,0,0,0,0
21244235,:goal_info:,5,"Trên chấm 11 m, Callum Wilson đánh bại thủ môn Petr Cech giúp đội chủ nhà gia tăng cách biệt lên 2-0.",1,0,0,0,0
21244235,:goal_info:,6,"Sau khi hiệp 2 diễn ra 13 phút, Ryan Fraser tung cú sút đưa bóng qua chân thủ môn Petr Cech giúp Bournemouth dẫn Arsenal 3-0",1,0,0,0,0
21244235,:goal_info:,7,"Không chấp nhận trắng tay rời sân Vitality, đội khách nỗ lực tấn công và rút ngắn tỷ số xuống 1-3 nhờ pha đánh đầu ghi bàn của Alexis Sanchez ở phút 70",1,0,0,0,0
21244235,:goal_info:,8,"Sau đó 5 phút, Lucas Perez thực hiện cú volley chân trái làm tung lưới Bournemouth giúp Arsenal thu hẹp cách biệt xuống 2-3",1,0,0,0,0
21244235,:card_info:,9,"Từ phút 83, đội chủ nhà chỉ còn thi đấu với 10 cầu thủ sau khi Simon Francis nhận thẻ đỏ do phạm lỗi từ phía sau đối với Ramsey",0,0,0,1,0
21244235,:match_result:,10,"Có lợi thế hơn người, Arsenal gỡ hòa 3-3 nhờ pha đánh đầu ghi bàn của tiền đạo Giroud ở phút 90+2, và đây cũng là tỷ số cuối cùng trong trận đấu này",0,0,1,0,0
21244427,:match_info:,1,"Hành quân tới sân Dean Court của Bournemouth, Arsenal đã gặp phải nhiều khó khăn hơn mức tưởng tượng",0,1,0,0,0
21244427,:goal_info:,2,"Chỉ trong 20 phút đầu tiên, các vị khách thành London bị thủng lưới tới 2 lần. Charlie Daniels và Calum Wilson là những người gieo sầu cho Pháo thủ",1,0,0,0,0
21244427,:goal_info:,3,"Chưa dừng lại ở đó, khi hiệp 2 mới bắt đầu không lâu, Fraser nâng tỉ số lên 3-0 trong sự ngỡ ngàng của tất cả mọi người.",1,0,0,0,0
21244427,:goal_info:,4,Sanchez rồi Perez liên tiếp lập công.,1,0,0,0,0
21244427,:goal_info:,6,"""Thần tài"" Olivier Giroud đưa trận đấu về vạch xuất phát vào phút 90+2, khép lại một cuộc so tài điên rồ.",1,0,0,0,0
21244427,:match_result:,5,Tỷ số: Bournemouth 3-3 Arsenal,0,0,1,0,0
21245139,:match_info:,1,"Thi đấu trên sân nhà Vitality, Bournemouth chơi thăng hoa và liên tục dồn ép đội khách Arsenal",0,1,0,0,0
21245139,:goal_info:,8,"Sau nhiều nỗ lực, thầy trò Eddie Howe có bàn thắng vươn lên dẫn trước do công của Charlie Daniel.",1,0,0,0,0
21245139,:goal_info:,9,"Hậu vệ cánh người Anh đã có pha xử lý kỹ thuật vượt qua Bellerin trước khi tung cú sút hạ gục thủ thành Petr Cech, mở tỷ số cho Bournemouth.",1,0,0,0,0
21245139,:penalty:,2,"Chỉ 4 phút sau bàn thắng, Bournemouth bất ngờ được hưởng quả phạt 11m sau khi Granit Xhaka phạm lỗi đẩy người trong vòng cấm",0,0,0,0,0
21245139,:goal_info:,10,Và tiền đạo bên phía Bournemouth- Callum Wilson không mắc 1 sai lầm nào để đưa đội chủ sân Vitality vươn lên dẫn trước Arsenal với tỷ số 2-0.,1,0,0,0,0
21245139,:goal_info:,3,"Bước sang hiệp 2, Arsenal tiếp tục phải nhận bàn thua thứ ba sau pha dứt điểm chuẩn xác của Ryan Fraser",1,0,0,0,0
21245139,:goal_info:,4,"Vào phút 70, Arsenal có bàn rút ngắn tỷ số xuống còn 1-3 do công của Sanchez",1,0,0,0,0
21245139,:goal_info:,5,"5 phút sau bàn thắng của Sanchez, Lucas Perez có pha dứt điểm chéo góc, rút ngắn tỷ số xuống còn 2-3 cho Arsenal",1,0,0,0,0
21245139,:card_info:,6,Với áp lực quá lớn từ Arsenal đã khiến đội trưởng của Bournemouth- Simon Francis lỗi thô bạo và phải nhận thẻ đỏ từ trọng tài Michael Oliver,0,0,0,1,0
21245139,:match_result:goal_info:,7,"Vào phút 90+2, Giroud có bàn gỡ hòa 3-3 cho Arsenal.",1,0,1,0,0
21245748,:match_result:,1,"Bị dẫn trước 3 bàn, Arsenal xuất sắc cầm hòa 3-3 trên sân Bournemouth",0,0,1,0,0
21245748,:goal_info:,2,"Không giống như trận thắng ngược 4-3 trước Liverpool cách đây không lâu, Bournemouth với lợi thế sân nhà Dean Court cùng giàn cầu thủ có thể lực dồi dào và tốc độ, đội quân của Eddie Howe đã đẩy cao tốc độ ngay sau tiếng còi khai cuộc và chỉ mất 19 phút, Bournemouth đã có bàn thắng mở tỷ số nhờ pha dứt điểm khá đơn giản của hậu vệ Charlie Daniels trong vòng cấm",1,0,0,0,0
21245748,:penalty:,3,"Chưa hết choáng váng, chỉ 2 phút sau, hàng thủ của Arsenal lại phạm sai lầm khi Granit Xhaka phạm lỗi với Ryan Fraser trong vòng cấm. Trọng tài lập tức cho Bournemouth được hưởng phạt đền bất chấp sự phản đối mạnh mẽ của cầu thủ Arsenal.",0,0,0,0,0
21245748,:goal_info:,4,"Trên chấm 11m, Callum Wilson đã bình tĩnh hạ gục Petr Cech, nâng tỷ số lên 2-0 cho Bournemouth.",1,0,0,0,0
21245748,:goal_info:,10,"Ở 1 trong những tình huống như vậy, Ryan Fraser đã dễ dàng dứt điểm nâng tỷ số lên 3-0 cho Bournemouth ở phút 58",1,0,0,0,0
21245748,:substitution:,5,"Không còn gì để mất, HLV Wenger thúc giục các học trò đẩy cao tấn công, và ông cũng cũng chỉ biết làm mới hàng công bằng việc tung tiền đạo tân binh Lucas Perez vào sân thay Iwobi, trong khi 2 cầu thủ quan trọng trong hệ thống phòng ngự là Francis Coquelin và Laurent Koscielny phải rời sân vì những lý do khác nhau",0,0,0,0,1
21245748,:goal_info:,6,"Phút 70, từ cú đánh đầu loại bỏ hàng thủ Bournemouth của Giroud, Alexis Sanchez đã ập vào đánh đầu cận thành rút ngắn tỷ số xuống 1-3 cho Arsenal",1,0,0,0,0
21245748,:goal_info:,7,"Chỉ 5 phút sau,hy vọng giành điểm đã lóe lên với Arsenal khi Chamberlain và Giroud đã có pha phối hợp ấn tượng, tạo điều kiện để Lucas Perez dứt điểm tung lưới Bournemouth, rút ngắn tỷ số xuống 2-3",1,0,0,0,0
21245748,:card_info:,8,"Tinh thần hưng phấn, Arsenal lại có lợi thế hơn người khi phút 82, hậu vệ Simon Francis của Bournemouth đã phải nhận thẻ đỏ rời sân sau pha phạm lỗi thô bạo với Ramsey",0,0,0,1,0
21245748,:goal_info:,11,"Tận dụng lợi thế hơn người, Arsenal đã tạo ra thế trận dồn ép mạnh mẽ ở thời điểm cuối trận nhưng phải đến phút bù giờ, Olivier Giroud mới quân bình tỉ số cho Pháo thủ với cú đánh đầu khiến thủ thành Boruc không thể cản phá.",1,0,0,0,0
21245748,:match_result:,9,"Hòa 3-3 là phần thưởng xứng đáng cho những nỗ lực của Arsenal, nhưng ""cơn điên"" muộn màng tại Vitality là chưa đủ để thầy trò Arsene Wenger hài lòng",0,0,1,0,0
21252539,:match_info:,1,"Chelsea hành quân đến sân White Hart Lane với khí thế cao ngất sau khi thắng 13 trận liên tiếp tại Premier League. Tuy nhiên, đội bóng của HLV Antonio Conte đã phải nhận thất bại trước Tottenham trong trận đấu diễn ra ở vòng 20 Premier League và Dele Alli chính là cầu thủ chơi hay nhất trận đấu này",0,1,0,0,0
21252539,:goal_info:,2,"Dù có lợi thế sân nhà nhưng đội bóng của Mauricio Pochettino phải đến cuối hiệp 1 mới có bàn thắng mở tỉ số. Sau quả tạt chính xác của Christian Eriksen, Dele Alli đã đánh đầu tung lưới Chelsea",1,0,0,0,0
21252539,:goal_info:,3,"Bàn thắng thứ 2 của Tottenham ở phút 54 trong trận này cũng là một kịch bản tương tự, Eriksen câu bóng vào vòng cấm cho Alli dứt điểm bằng đầu, hạ gục thủ mônThibaut Courtois",1,0,0,0,0
21252539,:match_result:,4,2-0 cũng là tỉ số cuối cùng sau 90 phút thi đấu,0,0,1,0,0
21252675,:match_info:,1,"Thế trận hiệp một hoàn toàn thuộc về Tottenham. Để ngăn cản đội chủ nhà, các cầu thủ Chelsea tổ chức áp sát rất nhanh mỗi khi đối phương có bóng, đồng thời không ngại sử dụng các biện pháp mạnh",0,1,0,0,0
21252675,:goal_info:,2,"Ngay trước giờ nghỉ giữa hai hiệp, Dele Alli mở tỷ số cho đội chủ nhà. Từ cánh phải, Eriksen tạt bóng cực đẹp vào khu vực 16,5 mét. Ngôi sao trẻ hay nhất Premier League 2015/16 ung dung bật cao đánh đầu lái bóng ấn tượng hạ gục Thibaut Courtois",1,0,0,0,0
21252675,:card_info:,3,Dele Alli bị trọng tài phạt thẻ vàng vì chạy ra đường biên ôm cổ động viên ăn mừng,0,0,0,1,0
21252675,:goal_info:,5,"Khi mà Chelsea đang loay hoay thì họ đã phải nhận bàn thua thứ hai, theo kịch bản y hệt bàn đầu tiên. Vẫn là Eriksen tạt bóng vào khu vực 16,5 mét và không ai ngoài Dele Alli bật cao hơn tất cả để thực hiện cú đánh đầu tung lưới Courtois.",1,0,0,0,0
21252675,:match_result:,4,"Với vốn liếng 2 bàn nắm trong tay, Tottenham chuyển hẳn sang lối chơi phòng ngự - phản công. Họ tập trung gần toàn bộ lực lượng bên phần sân nhà để triển khai thế trận phòng ngự chặt chẽ, nhiều lớp che chắn mọi hướng tiếp cận khung thành nên Chelsea chỉ còn biết đâm đầu vào bế tắc. 2-0 là tỷ số cuối cùng của trận đấu",0,0,1,0,0
21252715,:match_info:,6,Real Madrid đã tiếp đón Sevilla trên sân nhà mà không có bộ ba sát thủ trên hàng công BBC (Bale-Benzema-Ronaldo). ,0,1,0,0,0
21252715,:goal_info:,1,Đội bóng chủ sân Bernabeu đã mở tỉ số ở phút 11 nhờ công của James Rodriguez với cú dứt điểm ở gần mép vòng cấm.,1,0,0,0,0
21252715,:goal_info:,2,"Phút 29, Varane đánh đầu tung lưới thủ môn Sergio Rico sau quả đá phạt góc bên cánh trái của Toni Kroos, qua đó giúp Real Madrid nhân đôi cách biệt.",1,0,0,0,0
21252715,:goal_info:penalty:,3,"Phút 44, James Rodriguez hoàn tất cú đúp của mình với pha lập công trên chấm 11m, sau tình huống Mariano phạm lỗi với Marco Asensio trong vòng cấm của Sevilla.",1,0,0,0,0
21252715,:goal_info:,7,Varane đánh đầu tung lưới Sevilla,1,0,0,0,0
21252715,:match_result:,4,"3-0 cũng là tỉ số cuối cùng của trận đấu này. Với kết quả trên, Real Madrid đã bước 1 chân vào vòng Tứ kết.",0,0,1,0,0
21252715,:goal_info:,5,"Bàn thắng: James Rodriguez (11', 44'), Varane (29')",1,0,0,0,0
21252751,:match_info:,1,"Tiếp đón Sevilla trên sân nhà ở trận lượt đi vòng 16 đội cúp Nhà vua Tây Ban Nha, Real Madrid thiếu vắng một loạt trụ cột gồm Gareth Bale, Cristiano Ronaldo, Lucas Vazquez, Kovacic, Sergio Ramos còn hai cầu thủ đang dưỡng thương là Navas và Benzema vẫn có mặt trên ghế dự bị nhưng không vào sân",0,1,0,0,0
21252751,:goal_info:,2,"Dù vậy đội hình phụ của Real Madrid cũng không gặp mấy khó khăn để có được bàn thắng mở tỉ số vào lưới Sevilla. Ngay ở phút thứ 11, Casemiro tranh chấp bóng thành công, tạo điều kiện cho James Rodriguez dứt điểm kĩ thuật bên ngoài vòng cấm, hạ gục thủ môn Sergio Rico",1,0,0,0,0
21252751,:goal_info:,3,"Từ pha phạt góc của Toni Kroos, trung vệ Raphael Varane bật cao đánh đầu nhân đôi cách biệt trước khi James Rodriguez lập công trên chấm phạt đền, hoàn tất cú đúp cho riêng mình và ấn định chiến thắng 3-0 cho Real Madrid ở phút 44",1,0,0,0,0
21252751,:match_result:,4,"Giành chiến thắng 3 sao trước Sevilla, Real Madrid không chỉ đặt một chân vào tứ kết cúp Nhà vua Tây Ban Nha mà còn kéo dài chuỗi trận bất bại lên con số 38",0,0,1,0,0
21253228,:match_info:,1,"Real Madrid kết thúc năm 2016 đầy mỹ mãn với những danh hiệu quốc tế danh giá và HLV Zidane muốn có được sự khởi đầu hoàn hảo năm 2017. Do đó, “Kền kền trắng” quyết tâm giành kết quả khả quan trong cuộc đấu với Sevilla ở lượt đi vòng 1/8 Cúp Nhà vua",0,1,0,0,0
21253228,:goal_info:,2,"Khác với cuộc đối đầu tại Siêu Cúp châu Âu 2016, Real Madrid nhập cuộc hứng khởi hơn và có được bàn thắng dẫn trước nhờ công James Rodriguez. Varane nhân đôi cách biệt, trước khi James Rodriguez ấn định thắng lợi 3-0 cho Real Madrid ngay trong hiệp 1",1,0,0,0,0
21253228,:goal_info:,3,"Sức ép của Real Madrid đã được cụ thể hóa ở phút 11, khi Casemiro cướp được bóng từ chân N’Zonzi bên ngoài vòng cấm. James Rodriguez nhận bóng rồi tung cú sút căng từ ngoài vào góc xa từ cự ly 20m khiến Sergio Rico đành bó tay, mở tỷ số 1-0 cho Real Madrid",1,0,0,0,0
21253228,:goal_info:,4," Đến phút 29 từ quả đá phạt góc của Toni Kroos. Varane bật cao đánh đầu không cho Sergio Rico cơ hội cản phá, nhân đôi cách biệt lên 2-0 cho Real Madrid",1,0,0,0,0
21253228,:penalty:,5,"Một phút trước khi kết thúc hiệp 1, Modric bị phạm lỗi trong vòng cấm và trọng tài cho Real Madrid được hưởng quả phạt đền. James Rodriguez bước lên bình tĩnh hạ Sergio Rico, đào sân cách biệt lên 3-0 cho Real Madrid",0,0,0,0,0
21253228,:substitution:,6,"Bước sang hiệp 2, Sevilla đưa vào vài thay đổi về đội hình khi Sarabia vào sân thay Ganso và đội khách ép sân hơn",0,0,0,0,1
21253228,:match_result:,7,"khoảng thời gian còn lại, dù đầy cố gắng nhưng Sevilla đã không thể ghi bàn danh dự và chấp nhận thua 0-3 tại Bernabeu",0,0,1,0,0
21253855,:match_info:,1,Các cầu thủ Chelsea rất tự tin dù phải làm khách của Tottenham. E. Hazard có pha dứt điểm ở phút thứ 5 khiến CĐV của Tottenham phải giật thót – cầu thủ người Bỉ này đã phá thế việt vị băng xuống dứt điểm bóng chệch khung thành thủ môn Lloris trong gang tấc,0,1,0,0,0
21253855,:goal_info:,2," Thế trận cân bằng đến phút 45+2 thì bị phá vỡ : Eriksen câu bóng vào trung lộ cho D. Alli đánh đầu hiểm học, khuất phục thủ môn Courtois, mở tỷ số cho Tottenham trong sự phấn khích tột độ của CĐV trên sân White Hart Lane và cầu thủ đội chủ nhà",1,0,0,0,0
